 file_A onset_A offset_A file_B onset_B offset_B "d(A, B)"
12 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 geo020s08a0041v02_0.794568_0.920128 0.663441497818 0.621695720209 0.0214933098204
13 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 geo020s08a0041v02_0.794568_0.920128 0.663441497818 0.621695720209 0.299867043791
14 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 geo020s08a0041v02_0.794568_0.920128 0.663441497818 0.621695720209 0.260810151878
15 geo020s08a0005v02_0.882052_0.968888 0.417022004703 0.720324493442 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 0.0775775980877
16 geo020s08a0006v02_0.908954_0.977385 0.146755890817 0.0923385947688 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 0.314091440642
17 geo020s08a0041v02_0.794568_0.920128 0.663441497818 0.621695720209 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 0.0214933098204
18 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 0.417535914716
19 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 0.37540867568
20 geo020s08a0005v02_0.882052_0.968888 0.417022004703 0.720324493442 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 0.179028497822
21 geo020s08a0006v02_0.908954_0.977385 0.146755890817 0.0923385947688 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 0.0320155183338
22 geo020s08a0041v02_0.794568_0.920128 0.663441497818 0.621695720209 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 0.299867043791
23 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 0.417535914716
24 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 0.00180743816346
25 geo020s08a0005v02_0.882052_0.968888 0.417022004703 0.720324493442 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 0.146840024716
26 geo020s08a0006v02_0.908954_0.977385 0.146755890817 0.0923385947688 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 0.0258747841617
27 geo020s08a0041v02_0.794568_0.920128 0.663441497818 0.621695720209 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 0.260810151878
28 geo020s08a0042v02_0.6556_0.776615 0.44991213348 0.578389614387 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 0.37540867568
29 geo020s08a0105v02_1.071435_1.144891 0.662719812375 0.27020826203 geo020s08a0106v02_0.72895_0.797397 0.527714646309 0.802161084005 0.00180743816346
0 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.292533475995
1 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0687350062108
2 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.167712294022
3 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.916659565342
4 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0273837147444
5 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.916659565342
6 geo020s08a0081v02_0.791721_0.892535 0.616778357002 0.949016320688 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.221792456307
7 geo020s08a0082v02_0.769038_0.862648 0.60431048292 0.549547921509 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.169782751396
8 geo020s08a0083v02_0.807401_0.850672 0.394875612924 0.963262528441 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0726443854789
9 geo020s08a0084v02_0.726832_0.790786 0.827115471171 0.0150189807421 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.490977526801
10 geo020s08a0085v02_0.843822_0.909904 0.344736652683 0.940107482333 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.00293998940424
11 geo020s08a0086v02_0.763011_0.844152 0.798603591152 0.285718851734 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0282768390991
12 geo020s08a0097v02_0.680152_0.767884 0.285576281696 0.586833340656 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0330858976566
13 geo020s08a0098v02_0.735623_0.80628 0.670788790788 0.450873936413 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.00446947448414
14 geo020s08a0115v02_0.761158_0.853904 0.592511868766 0.312269837702 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0941976666974
15 geo020s08a0116v02_0.75954_0.837602 0.257118293782 0.110891300744 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0457348869571
16 geo020s08a0119v02_0.836087_0.909731 0.415848718268 0.616685067155 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.518036293048
17 geo020s08a0120v02_0.660266_0.722921 0.144545540125 0.751527817135 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.00359396493619
18 geo020s08a0127v02_0.662822_0.748508 0.826406997629 0.854115443837 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.0419581286681
19 geo020s08a0128v02_0.776296_0.874722 0.799615261736 0.0345712198716 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 0.18108892857
20 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.292533475995
21 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.591487317962
22 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.796976346298
23 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.854194193015
24 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.45210298147
25 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.854194193015
26 geo020s08a0081v02_0.791721_0.892535 0.616778357002 0.949016320688 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.86431147669
27 geo020s08a0082v02_0.769038_0.862648 0.60431048292 0.549547921509 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.758204070375
28 geo020s08a0083v02_0.807401_0.850672 0.394875612924 0.963262528441 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.0822611531373
29 geo020s08a0084v02_0.726832_0.790786 0.827115471171 0.0150189807421 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.318974588036
30 geo020s08a0085v02_0.843822_0.909904 0.344736652683 0.940107482333 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.251702689029
31 geo020s08a0086v02_0.763011_0.844152 0.798603591152 0.285718851734 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.467133154672
32 geo020s08a0097v02_0.680152_0.767884 0.285576281696 0.586833340656 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.481519533936
33 geo020s08a0098v02_0.735623_0.80628 0.670788790788 0.450873936413 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.357139385879
34 geo020s08a0115v02_0.761158_0.853904 0.592511868766 0.312269837702 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.632041554154
35 geo020s08a0116v02_0.75954_0.837602 0.257118293782 0.110891300744 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.526825312961
36 geo020s08a0119v02_0.836087_0.909731 0.415848718268 0.616685067155 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.356849587779
37 geo020s08a0120v02_0.660266_0.722921 0.144545540125 0.751527817135 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.283604300999
38 geo020s08a0127v02_0.662822_0.748508 0.826406997629 0.854115443837 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.511234141612
39 geo020s08a0128v02_0.776296_0.874722 0.799615261736 0.0345712198716 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 0.823254707937
40 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0687350062108
41 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.591487317962
42 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.023334410952
43 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.886084754745
44 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.017697443234
45 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.886084754745
46 geo020s08a0081v02_0.791721_0.892535 0.616778357002 0.949016320688 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0566752724374
47 geo020s08a0082v02_0.769038_0.862648 0.60431048292 0.549547921509 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0402453282762
48 geo020s08a0083v02_0.807401_0.850672 0.394875612924 0.963262528441 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.267062096323
49 geo020s08a0084v02_0.726832_0.790786 0.827115471171 0.0150189807421 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.668548417112
50 geo020s08a0085v02_0.843822_0.909904 0.344736652683 0.940107482333 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0938486664956
51 geo020s08a0086v02_0.763011_0.844152 0.798603591152 0.285718851734 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0116349574936
52 geo020s08a0097v02_0.680152_0.767884 0.285576281696 0.586833340656 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0102765833653
53 geo020s08a0098v02_0.735623_0.80628 0.670788790788 0.450873936413 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0395968021892
54 geo020s08a0115v02_0.761158_0.853904 0.592511868766 0.312269837702 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.009413265757
55 geo020s08a0116v02_0.75954_0.837602 0.257118293782 0.110891300744 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.00356599837733
56 geo020s08a0119v02_0.836087_0.909731 0.415848718268 0.616685067155 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.677592591031
57 geo020s08a0120v02_0.660266_0.722921 0.144545540125 0.751527817135 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0738268081347
58 geo020s08a0127v02_0.662822_0.748508 0.826406997629 0.854115443837 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.00679687438493
59 geo020s08a0128v02_0.776296_0.874722 0.799615261736 0.0345712198716 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 0.0331554689789
60 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.167712294022
61 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.796976346298
62 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.023334410952
63 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.906509711417
64 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.075418465375
65 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.906509711417
66 geo020s08a0081v02_0.791721_0.892535 0.616778357002 0.949016320688 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0203569784077
67 geo020s08a0082v02_0.769038_0.862648 0.60431048292 0.549547921509 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0276147630183
68 geo020s08a0083v02_0.807401_0.850672 0.394875612924 0.963262528441 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.429919548657
69 geo020s08a0084v02_0.726832_0.790786 0.827115471171 0.0150189807421 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.805722710964
70 geo020s08a0085v02_0.843822_0.909904 0.344736652683 0.940107482333 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.204425269878
71 geo020s08a0086v02_0.763011_0.844152 0.798603591152 0.285718851734 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0652790723922
72 geo020s08a0097v02_0.680152_0.767884 0.285576281696 0.586833340656 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0604648939339
73 geo020s08a0098v02_0.735623_0.80628 0.670788790788 0.450873936413 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.121209407503
74 geo020s08a0115v02_0.761158_0.853904 0.592511868766 0.312269837702 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0241086241119
75 geo020s08a0116v02_0.75954_0.837602 0.257118293782 0.110891300744 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0425272186827
76 geo020s08a0119v02_0.836087_0.909731 0.415848718268 0.616685067155 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.806149274548
77 geo020s08a0120v02_0.660266_0.722921 0.144545540125 0.751527817135 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.175247843482
78 geo020s08a0127v02_0.662822_0.748508 0.826406997629 0.854115443837 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0497607025755
79 geo020s08a0128v02_0.776296_0.874722 0.799615261736 0.0345712198716 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 0.0045057896242
80 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.916659565342
81 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.854194193015
82 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.886084754745
83 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.906509711417
84 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.905626528113
85 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.0
86 geo020s08a0081v02_0.791721_0.892535 0.616778357002 0.949016320688 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.949814078434
87 geo020s08a0082v02_0.769038_0.862648 0.60431048292 0.549547921509 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.91382873333
88 geo020s08a0083v02_0.807401_0.850672 0.394875612924 0.963262528441 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.889553020594
89 geo020s08a0084v02_0.726832_0.790786 0.827115471171 0.0150189807421 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.92759156834
90 geo020s08a0085v02_0.843822_0.909904 0.344736652683 0.940107482333 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.933686574455
91 geo020s08a0086v02_0.763011_0.844152 0.798603591152 0.285718851734 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.898471742602
92 geo020s08a0097v02_0.680152_0.767884 0.285576281696 0.586833340656 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.901626233709
93 geo020s08a0098v02_0.735623_0.80628 0.670788790788 0.450873936413 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.907468676032
94 geo020s08a0115v02_0.761158_0.853904 0.592511868766 0.312269837702 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.89994912108
95 geo020s08a0116v02_0.75954_0.837602 0.257118293782 0.110891300744 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.897627385393
96 geo020s08a0119v02_0.836087_0.909731 0.415848718268 0.616685067155 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.861321332072
97 geo020s08a0120v02_0.660266_0.722921 0.144545540125 0.751527817135 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.893264791322
98 geo020s08a0127v02_0.662822_0.748508 0.826406997629 0.854115443837 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.907505227666
99 geo020s08a0128v02_0.776296_0.874722 0.799615261736 0.0345712198716 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 0.954414053089
100 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0273837147444
101 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.45210298147
102 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.017697443234
103 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.075418465375
104 geo020s08a0068v02_0.649848_0.763737 0.56810046192 0.203293234661 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.905626528113
105 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.905626528113
106 geo020s08a0081v02_0.791721_0.892535 0.616778357002 0.949016320688 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0996718213359
107 geo020s08a0082v02_0.769038_0.862648 0.60431048292 0.549547921509 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.063112698404
108 geo020s08a0083v02_0.807401_0.850672 0.394875612924 0.963262528441 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.165898682898
109 geo020s08a0084v02_0.726832_0.790786 0.827115471171 0.0150189807421 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.511976099679
110 geo020s08a0085v02_0.843822_0.909904 0.344736652683 0.940107482333 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0386465224611
111 geo020s08a0086v02_0.763011_0.844152 0.798603591152 0.285718851734 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.00105948047172
112 geo020s08a0097v02_0.680152_0.767884 0.285576281696 0.586833340656 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.00103133589664
113 geo020s08a0098v02_0.735623_0.80628 0.670788790788 0.450873936413 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0101773821501
114 geo020s08a0115v02_0.761158_0.853904 0.592511868766 0.312269837702 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0214060687387
115 geo020s08a0116v02_0.75954_0.837602 0.257118293782 0.110891300744 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.00541155276448
116 geo020s08a0119v02_0.836087_0.909731 0.415848718268 0.616685067155 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.526522797844
117 geo020s08a0120v02_0.660266_0.722921 0.144545540125 0.751527817135 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0240448129333
118 geo020s08a0127v02_0.662822_0.748508 0.826406997629 0.854115443837 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.00278112734795
119 geo020s08a0128v02_0.776296_0.874722 0.799615261736 0.0345712198716 geo020s08a0069v02_0.810492_0.897114 0.25232574457 0.743825854075 0.0945234397582
120 geo020s08a0007v02_0.905406_0.977582 0.396767474231 0.538816734003 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 0.916659565342
121 geo020s08a0008v02_0.806732_0.875807 0.204452249732 0.878117436391 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 0.854194193015
122 geo020s08a0064v02_0.72546_0.805867 0.863541854559 0.747121642737 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 0.886084754745
123 geo020s08a0067v02_0.776765_0.866517 0.559716982054 0.0125559801591 geo020s08a0070v02_0.553052_0.650079 0.970019989088 0.84682880149 0.906509711417
