#file time_0 time_1 time_2 time_3 time_4 time_5 time_6 time_7 time_8 time_9 time_10 time_11 time_12 time_13 time_14 time_15 time_16 time_17 time_18 time_19 time_20 time_21 time_22 time_23 time_24 
geo020s08a0084v01 -0.0050 -0.0102 -0.0090 -0.0035 -0.0003 0.0017 0.0069 0.0093 0.0131 0.0118 0.0054 -0.0016 -0.0063 -0.0048 -0.0053 -0.0032 -0.0020 -0.0017 -0.0028 -0.0031 -0.0038 -0.0017 0.0005 -0.0009 -0.0111 
geo020s08a0084v02 0.0098 0.0083 0.0060 0.0022 -0.0006 -0.0039 -0.0033 -0.0027 -0.0014 0.0014 0.0048 0.0117 0.0196 0.0238 0.0240 0.0200 0.0075 -0.0060 -0.0158 -0.0196 -0.0218 -0.0190 -0.0116 -0.0059 -0.0057 
geo020s08a0085v01 -0.0018 0.0191 0.0261 0.0185 0.0085 -0.0042 -0.0163 -0.0290 -0.0316 -0.0118 0.0234 0.0499 0.0496 0.0178 -0.0205 -0.0453 -0.0460 -0.0307 -0.1053 -0.0138 0.0232 0.0330 0.0264 0.0233 0.0162 
geo020s08a0085v02 -0.0468 -0.0399 -0.0149 0.0166 0.0502 0.0605 0.0416 0.0096 -0.0228 -0.0379 -0.0330 -0.0172 -0.0037 0.0013 0.0048 0.0058 0.0118 0.0156 0.0173 0.0104 0.0013 -0.0045 -0.0075 -0.0072 -0.0055 
geo020s08a0086v01 -0.0061 -0.0088 -0.0109 -0.0128 -0.0124 -0.0148 -0.0128 -0.0111 -0.0020 0.0048 0.0059 0.0014 0.0132 0.0367 0.0503 0.0349 0.0090 -0.0093 -0.0281 -0.0545 -0.0638 -0.0417 -0.0012 0.0383 0.0481 
geo020s08a0086v02 0.0097 0.0099 0.0146 0.0112 0.0044 -0.0020 -0.0074 -0.0079 -0.0062 -0.00005 0.0098 0.0131 0.0107 0.0069 -0.0010 -0.0061 -0.0068 -0.0037 -0.0011 -0.0027 -0.0040 -0.0015 0.0004 0.0016 -0.0012 
geo020s08a0087v01 0.0124 0.0109 0.0072 -0.0007 -0.0068 -0.0119 -0.0128 -0.0072 -0.0021 0.0039 0.0051 0.0063 0.0033 0.0017 0.0016 0.0009 -0.0026 -0.0032 -0.0049 -0.0064 -0.0052 -0.0025 0.0013 0.0009 0.0039 
geo020s08a0087v02 0.00008 -0.0190 -0.0148 -0.0054 -0.0063 0.0054 0.0066 0.0008 -0.0001 0.0020 0.0027 -0.0085 -0.0137 -0.0199 -0.0206 -0.0156 -0.0055 0.0071 0.0141 0.0164 0.0141 0.0131 0.0084 0.0067 0.0077 
geo020s08a0088v01 -0.0138 -0.0191 -0.0095 0.0073 0.0191 0.0160 0.0089 -0.0030 -0.0153 -0.0281 -0.0291 -0.0098 0.0198 0.0424 0.0447 0.0264 -0.0015 -0.0228 -0.0324 -0.0278 -0.0125 0.0023 0.0052 -0.0160 -0.0282 
geo020s08a0088v02 -0.0210 -0.0204 -0.0140 -0.0078 -0.0036 -0.0037 -0.0032 -0.0048 -0.0062 -0.0040 0.0003 0.0062 0.0078 0.0111 0.0119 0.0062 0.0008 -0.0104 -0.0172 -0.0157 -0.0115 -0.0069 -0.0043 -0.0022 -0.0013 
geo020s08a0089v01 -0.0275 -0.0193 -0.0157 -0.0163 -0.0079 0.0039 0.0182 0.0247 0.0223 0.0152 0.0057 0.0038 0.0099 0.0134 0.0154 0.0198 0.0211 0.0085 0.0006 0.0105 0.0183 0.0138 -0.00010 -0.0124 -0.0319 
geo020s08a0091v01 -0.0043 -0.0010 0.0031 0.0060 0.0045 0.0033 0.0017 -0.0030 -0.0083 -0.0045 0.0015 0.0002 -0.0098 -0.0203 -0.0137 0.0094 0.0270 0.0280 0.0149 -0.0021 -0.0164 -0.0232 -0.0216 -0.0043 0.0195 
geo020s08a0093v01 0.0053 -0.0034 -0.0081 -0.0088 -0.0061 0.0033 0.0163 0.0304 0.0328 0.0271 0.0164 0.0047 -0.0075 -0.0148 -0.0239 -0.0282 -0.0257 -0.0179 -0.0047 0.0080 0.0131 0.0137 0.0109 0.0043 -0.0033 
geo020s08a0095v02 0.0041 -0.0018 -0.0081 -0.0086 -0.0054 0.0012 0.0078 0.0144 0.0193 0.0223 0.0179 0.0073 -0.00002 -0.0067 -0.0101 -0.0048 -0.0033 -0.0056 -0.0071 -0.0061 -0.0075 -0.0162 -0.0235 -0.0304 -0.0344 
geo020s08a0096v01 -0.0303 -0.0142 0.0105 0.0333 0.0423 0.0300 0.0088 -0.0152 -0.0245 -0.0229 -0.0115 0.0026 0.0106 0.0093 0.0019 -0.0025 -0.0025 0.0029 0.0056 0.0059 -0.0012 -0.0087 -0.0099 -0.0801 -0.0332 
geo020s08a0096v02 0.0085 0.0122 0.0091 0.0062 0.0032 -0.0029 -0.0009 0.0002 0.000010 -0.0076 -0.0089 0.0091 0.0265 0.0296 0.0200 0.0008 -0.0147 -0.0297 -0.0401 -0.0374 -0.0174 0.0173 0.0440 0.0156 0.0327 
geo020s08a0097v01 0.0166 -0.0005 -0.0246 -0.0216 -0.0197 -0.0050 0.0112 0.0186 0.0121 0.0016 -0.0112 -0.0252 -0.0253 -0.0160 0.0048 0.0236 0.0329 0.0298 0.0117 -0.0124 -0.0272 -0.0281 -0.0157 -0.0019 0.0108 
geo020s08a0097v02 -0.0086 -0.0253 -0.0240 -0.0075 0.0066 0.0114 0.0077 0.0043 -0.0010 -0.0063 -0.0081 -0.0101 -0.0124 -0.0091 -0.0070 -0.0069 -0.0071 -0.0035 -0.0010 0.0019 -0.0005 0.0003 0.0001 -0.0006 0.0043 
geo020s08a0098v01 -0.0013 -0.0009 0.0031 0.0053 0.0069 0.0034 -0.0025 -0.0108 -0.0158 -0.0190 -0.0177 -0.0115 -0.0011 -0.0046 -0.0091 0.0042 0.0347 0.0455 0.0284 0.0094 -0.0086 -0.0199 -0.0259 -0.0257 -0.0183 
geo020s08a0098v02 -0.0119 -0.0054 -0.0058 0.0013 0.0076 0.0097 0.0042 -0.0075 -0.0087 -0.0079 0.0019 0.0128 0.0188 0.0074 -0.0032 -0.0081 -0.0119 -0.0090 -0.0052 -0.0032 -0.0010 -0.0026 0.0022 0.0071 0.0179 
geo020s08a0099v01 -0.0094 -0.0034 0.0035 0.0094 0.0113 0.0095 0.0025 -0.0066 -0.0087 -0.0061 0.0016 0.0064 0.0057 -0.0047 -0.0091 -0.0013 0.0073 0.0145 0.0150 0.0054 -0.0071 -0.0234 -0.0304 -0.0180 0.0044 
geo020s08a0101v02 -0.0055 0.0074 0.0108 0.0028 -0.0067 -0.0072 -0.0086 -0.0050 0.0014 0.0082 0.0060 0.0052 -0.0049 -0.0070 -0.0028 0.0122 0.0121 0.0014 -0.0477 -0.0141 0.0083 0.0148 -0.0017 -0.0069 -0.0150 
geo020s08a0102v01 0.0023 0.0095 0.0084 0.0034 -0.0017 -0.0046 -0.0073 -0.0051 -0.0040 -0.0011 0.0005 0.0012 -0.0008 0.00006 0.0060 0.0069 0.0039 0.0028 0.0003 -0.0089 -0.0214 -0.0156 0.0028 0.0200 0.0270 
geo020s08a0102v02 -0.0021 -0.0041 -0.0016 0.0020 0.0036 -0.0037 -0.0884 -0.0368 0.0166 0.0565 0.0535 0.0494 0.0361 0.0103 -0.0143 -0.0386 -0.0422 -0.0353 -0.0191 -0.0010 0.0044 0.0012 -0.0017 -0.0021 -0.0059 
geo020s08a0103v01 -0.0002 0.0001 -0.0009 0.0035 0.0033 0.0018 -0.0055 -0.0108 -0.0141 -0.0112 -0.0026 0.0102 0.0120 -0.0001 -0.0201 -0.0191 0.0063 0.0315 0.0328 0.0157 -0.0109 -0.0340 -0.0441 -0.0382 -0.0161 
geo020s08a0105v01 0.0206 0.0016 -0.0124 -0.0196 -0.0233 -0.0199 -0.0062 0.0065 0.0185 0.0156 0.0097 0.0037 -0.0008 -0.0046 -0.0111 -0.0123 -0.0093 -0.0056 -0.00004 0.0051 -0.0730 -0.0072 0.0329 0.0428 0.0325 
geo020s08a0105v02 -0.0055 0.0140 0.0264 0.0237 0.0104 -0.0028 -0.0155 -0.0219 -0.0209 -0.0130 -0.0033 0.0029 0.0079 0.0118 0.0142 0.0093 0.0048 -0.0023 -0.0080 -0.0130 -0.0141 -0.0135 -0.0126 -0.0106 -0.0072 
geo020s08a0106v01 -0.0030 -0.0131 -0.0105 0.0091 0.0241 0.0290 0.0204 -0.0033 -0.0233 -0.0384 -0.0403 -0.0238 -0.00004 0.0237 0.0376 0.0344 0.0183 -0.0037 -0.0232 -0.0282 -0.0175 -0.0025 0.0071 0.0114 0.0089 
geo020s08a0106v02 -0.0475 -0.0080 0.0155 0.0098 -0.0050 -0.0046 0.0088 0.0066 0.0103 -0.0049 -0.0232 -0.0408 -0.0539 -0.0532 -0.0348 0.0006 0.0377 0.0596 0.0555 0.0308 0.0057 -0.0144 -0.0256 -0.0232 -0.0115 
geo020s08a0107v01 -0.0052 -0.0034 -0.0015 -0.0023 -0.0034 -0.0026 -0.0140 -0.0172 -0.0025 0.0175 0.0234 0.0258 0.0196 0.0011 -0.0160 -0.0272 -0.0266 -0.0141 0.0062 0.0227 0.0272 0.0211 0.0115 0.0021 -0.0038 
geo020s08a0107v02 -0.0069 -0.0129 -0.0159 0.0040 0.0273 0.0173 0.0060 -0.0055 -0.0040 -0.0092 -0.0170 -0.0168 -0.0131 0.0028 0.0180 0.0211 0.0159 -0.0240 0.0120 0.0223 0.0227 0.0142 0.0127 -0.0043 -0.0187 
geo020s08a0108v01 0.0119 0.0054 0.0020 0.0011 0.0018 0.0076 0.0115 0.0098 0.0020 -0.0050 0.0051 0.0176 0.0174 0.0053 -0.0065 -0.0122 -0.0195 -0.0332 -0.0389 -0.0275 0.0009 0.0313 0.0435 0.0348 0.0093 
geo020s08a0108v02 -0.0025 -0.0080 -0.0018 0.0069 -0.0002 -0.0148 -0.0198 -0.0122 0.0003 0.0078 0.0115 0.0099 0.0047 -0.0137 -0.0297 -0.0296 -0.0096 0.0238 0.0469 0.0548 0.0500 0.0257 -0.0020 -0.0242 -0.0299 
geo020s08a0109v01 -0.0008 0.0018 0.0045 0.0030 0.0031 0.0014 -0.0005 -0.0008 0.0018 0.0050 0.0049 0.0021 -0.0007 -0.0103 -0.0197 -0.0124 0.0075 0.0211 0.0213 0.0166 0.0063 -0.0068 -0.0201 -0.0296 -0.0238 
geo020s08a0111v02 -0.0158 -0.0183 -0.0169 -0.0086 0.0021 0.0066 0.0047 -0.0015 -0.0065 -0.0099 -0.0055 0.0098 0.0095 0.0031 -0.0065 -0.0077 -0.0044 -0.0003 0.0077 0.0162 0.0194 0.0134 -0.0030 -0.0063 -0.0108 
geo020s08a0112v01 -0.0128 -0.0220 -0.0223 -0.0121 0.0018 0.0135 0.0196 0.0212 0.0138 0.0044 -0.0032 -0.0069 -0.0033 -0.0024 -0.0015 -0.0054 -0.0050 -0.0041 -0.0020 0.0006 0.0054 0.0071 0.0077 0.0044 0.0019 
geo020s08a0112v02 -0.0110 -0.0225 -0.0431 -0.0540 -0.0362 -0.0024 0.0267 0.0432 0.0391 0.0250 -0.0002 -0.0200 -0.0343 -0.0316 -0.0128 0.0065 0.0189 0.0155 0.0072 -0.0004 -0.0060 0.0078 0.0150 0.0178 0.0096 
geo020s08a0113v01 0.0115 0.0114 0.0114 0.0016 0.0005 -0.0012 0.0017 0.0046 0.0058 -0.0062 -0.0215 -0.0252 -0.0128 0.0039 0.0184 0.0188 0.0141 0.0021 -0.0154 -0.0328 -0.0336 -0.0163 0.0137 0.0344 0.0394 
geo020s08a0113v02 -0.0053 -0.0013 -0.0013 0.0089 0.0261 0.0367 0.0299 0.0167 0.0032 -0.0120 -0.0297 -0.0411 -0.0346 -0.0061 0.0290 0.0525 0.0554 0.0373 0.0106 -0.0172 -0.0360 -0.0418 -0.0308 -0.0137 0.0041 
geo020s08a0114v01 -0.0227 -0.0184 -0.0142 -0.0116 -0.0089 -0.0041 0.0013 0.0086 0.0177 0.0239 0.0213 0.0180 0.0124 0.0072 0.0070 0.0103 0.0085 0.0023 -0.0025 -0.0056 -0.0162 -0.0247 -0.0058 0.0260 0.0261 
geo020s08a0114v02 -0.0055 -0.0198 -0.0267 -0.0205 -0.0051 0.0090 0.0206 0.0213 0.0116 0.0043 0.0010 0.0012 0.0050 0.0114 0.0103 0.0096 0.0028 -0.0071 -0.0201 -0.0280 -0.0279 -0.0269 -0.0248 -0.0214 -0.0157 
geo020s08a0115v01 0.00005 -0.0041 -0.0028 -0.0051 -0.0038 -0.0068 -0.0054 -0.0046 -0.0044 -0.0025 0.0017 0.0055 0.0040 -0.0015 -0.0016 -0.0035 -0.0014 -0.0004 0.0038 0.0038 -0.0012 -0.0012 -0.0024 0.0004 0.0014 
geo020s08a0115v02 0.0122 0.0250 0.0168 0.0033 -0.0141 -0.0238 -0.0276 -0.0287 -0.0210 -0.0011 0.0187 0.0294 0.0273 0.0193 0.0100 0.0060 0.0002 -0.0041 -0.0088 -0.0120 -0.0142 -0.0100 -0.0047 0.0013 0.0058 
geo020s08a0116v01 0.0040 0.0059 0.0034 0.0022 -0.0012 -0.0045 -0.0072 -0.0058 -0.0038 -0.0023 -0.0028 0.0009 0.0062 0.0106 0.0104 0.0089 0.0038 -0.0007 -0.0037 0.0028 0.0161 0.0290 0.0230 -0.0033 -0.0260 
geo020s08a0116v02 -0.0253 -0.0071 0.0191 0.0376 0.0372 0.0182 -0.0069 -0.0287 -0.0377 -0.0386 -0.0250 0.0055 0.0186 0.0204 0.0182 0.0137 0.0086 0.0035 -0.0010 -0.0061 -0.0084 -0.0126 -0.0137 -0.0088 -0.0007 
geo020s08a0117v01 0.0299 0.0109 -0.0081 -0.0072 -0.0040 0.0087 0.0152 0.0169 0.0102 0.0071 0.0078 0.0086 0.0026 -0.0054 -0.0150 -0.0174 -0.0124 0.0020 0.0085 0.0074 0.0034 0.0022 -0.0001 0.0078 0.0130 
geo020s08a0117v02 -0.0235 0.0135 0.0402 0.0496 0.0401 0.0179 -0.0026 -0.0171 -0.0131 -0.0017 0.0130 0.0114 0.0034 -0.0006 -0.0020 0.0021 0.0016 0.0017 -0.0011 -0.0062 -0.0105 -0.0092 -0.0071 -0.0047 -0.0012 
geo020s08a0118v01 -0.0009 -0.0058 -0.0103 -0.0099 -0.0030 -0.0040 -0.0132 -0.0139 -0.0010 0.0099 0.0200 0.0185 0.0096 -0.0054 -0.0133 -0.0223 -0.0244 -0.0125 0.0085 0.0306 0.0312 0.0142 0.0014 -0.0074 -0.0046 
geo020s08a0118v02 0.0024 0.0031 0.0009 -0.0042 -0.0110 -0.0135 -0.0129 -0.0068 -0.0006 0.0031 0.0045 0.0123 0.0137 0.0051 -0.0015 0.0054 0.0212 0.0177 0.0096 -0.0051 -0.0147 -0.0218 -0.0240 -0.0209 -0.0163 
geo020s08a0119v01 0.0151 0.0173 0.0125 0.0049 -0.0002 -0.0078 -0.0120 -0.0101 -0.0104 -0.0069 -0.0044 -0.0065 -0.0099 -0.0102 -0.0029 0.0039 0.0123 0.0185 0.0128 -0.0055 -0.0199 -0.0124 0.0097 -0.0627 0.0145 
geo020s08a0119v02 -0.0100 -0.0096 -0.0053 -0.0126 -0.0125 0.000001 0.0196 0.0260 0.0206 0.0057 -0.0098 -0.0210 -0.0273 -0.0207 0.0005 0.0250 0.0388 0.0366 0.0157 -0.0038 -0.0229 -0.0342 -0.0316 -0.0131 0.0064 
geo020s08a0120v01 -0.0026 0.0133 0.0203 0.0198 0.0171 0.0157 0.0095 0.0014 -0.0083 -0.0171 -0.0215 -0.0184 -0.0188 -0.0120 -0.0061 -0.0027 -0.0007 0.0014 0.0078 0.0152 0.0218 0.0192 0.0117 0.0113 0.0123 
geo020s08a0120v02 -0.0150 0.0009 0.0096 0.0118 0.0114 0.0091 0.0089 0.0027 -0.0017 -0.0062 -0.0087 -0.0099 -0.0105 -0.0131 -0.0136 -0.0128 -0.0072 0.0005 0.0081 0.0110 0.0091 0.0036 -0.0003 -0.0016 0.0009 
geo020s08a0121v01 -0.0024 -0.0051 0.0008 0.0071 0.0097 0.0090 0.0055 0.0018 -0.0017 -0.0039 -0.0058 -0.0030 0.0027 0.0044 0.0050 -0.0016 -0.0078 -0.0104 -0.0084 0.0025 0.0102 0.0058 -0.0074 -0.0154 -0.0034 
geo020s08a0125v01 0.0097 -0.0002 -0.0065 -0.0113 -0.0131 -0.0134 -0.0117 -0.0048 -0.0021 -0.0010 -0.0038 -0.0053 -0.0041 -0.0050 -0.0041 -0.0041 -0.0012 -0.0002 -0.0011 -0.0020 -0.0013 -0.0002 -0.0007 -0.0017 -0.0030 
geo020s08a0125v02 -0.0098 0.0042 0.0095 0.0089 0.0085 0.0103 0.0113 0.0096 0.0071 0.0022 -0.0046 -0.0076 -0.0069 -0.0020 0.0025 0.0025 0.0022 -0.0005 -0.0042 -0.0087 -0.0100 -0.0062 0.0010 0.0054 0.0006 
geo020s08a0126v01 -0.0138 -0.0107 -0.0097 -0.0079 -0.0037 0.0019 -0.0024 -0.0073 -0.0111 -0.0011 0.0176 0.0259 0.0314 0.0194 0.0018 -0.0158 -0.0206 -0.0140 -0.0016 0.0123 0.0218 0.0263 0.0222 0.0123 0.0024 
geo020s08a0126v02 0.0041 -0.0003 -0.0055 -0.0055 -0.0009 -0.0009 -0.0059 -0.0057 -0.0058 -0.0056 -0.0061 -0.0089 -0.0015 0.0072 0.0107 -0.0024 -0.0208 -0.0172 0.0020 0.0190 0.0263 0.0257 0.0110 -0.0082 -0.0226 
geo020s08a0127v01 0.0099 0.0268 0.0420 0.0466 0.0390 0.0261 0.0084 -0.0068 -0.0160 -0.0255 -0.0251 -0.0188 -0.0122 -0.0035 0.0019 0.0066 0.0068 -0.0330 0.0288 0.0404 0.0307 0.0070 -0.0088 -0.0133 -0.0058 
geo020s08a0127v02 0.0064 0.0087 0.0096 0.0082 0.0092 0.0113 0.0134 0.0138 0.0107 0.0059 0.0018 -0.0025 -0.0084 -0.0181 -0.0265 -0.0202 0.0007 0.0070 -0.0011 -0.0002 -0.0014 -0.0138 -0.0346 -0.0411 -0.0312 
geo020s08a0128v01 0.0006 0.0018 -0.0031 -0.0023 -0.0026 0.0023 0.0052 0.0045 0.0041 0.0020 -0.0020 -0.0048 -0.0021 0.0005 -0.0006 -0.0031 -0.0144 -0.0183 -0.0093 0.0094 0.0258 0.0270 0.0151 0.0045 -0.0045 
geo020s08a0128v02 -0.0040 0.0163 0.0200 0.0172 0.0055 -0.0087 -0.0126 -0.0142 -0.0111 -0.0052 0.0033 0.0127 0.0114 0.0084 0.0025 -0.0009 -0.0046 -0.0062 -0.0049 -0.0058 -0.0037 0.0005 0.0057 0.0103 0.0114 
geo020s08a0129v01 0.0044 0.0027 0.0030 0.0027 0.0001 -0.0016 0.0014 -0.0002 -0.0029 -0.0053 -0.0113 -0.0149 -0.0167 -0.0162 -0.0138 -0.0066 0.0011 0.0072 0.0068 0.0071 0.0052 0.0045 0.0016 -0.0012 -0.0036 
geo020s08a0131v02 -0.0066 -0.0028 0.0031 0.0036 -0.0013 -0.0036 -0.0038 -0.0073 -0.0087 -0.0080 -0.0019 0.0060 -0.00007 -0.0045 0.0050 0.0193 0.0233 0.0156 0.0043 -0.0048 -0.0112 -0.0146 -0.0159 -0.0114 -0.0017 
geo020s08a0132v01 -0.0080 -0.0163 -0.0181 -0.0218 -0.0151 -0.0013 0.0127 0.0203 0.0160 0.0120 0.00005 -0.0079 -0.0171 -0.0190 -0.0230 -0.0177 -0.0132 -0.0060 0.0039 0.0087 0.0125 0.0111 0.0078 0.0071 0.0061 
geo020s08a0132v02 -0.0174 -0.0248 -0.0266 -0.0214 -0.0102 -0.0032 0.0015 0.0052 0.0043 0.0037 0.0048 0.0112 0.0147 0.0088 -0.0063 -0.0077 0.0094 0.0265 0.0259 0.0141 0.0042 -0.0117 -0.0239 -0.0346 -0.0328 
geo020s08a0133v01 -0.00005 -0.0004 -0.0015 -0.0003 0.0043 0.0066 0.0087 0.0073 0.0009 -0.0022 -0.0600 -0.0064 0.0214 0.0278 0.0265 0.0152 0.0266 0.0242 0.0105 -0.0033 -0.0119 -0.0152 -0.0172 -0.0176 -0.0166 
geo020s08a0135v01 0.0064 0.0005 -0.0102 -0.0195 -0.0355 -0.0540 -0.0630 -0.0415 -0.0108 -0.0054 -0.0127 -0.0217 -0.0268 -0.0307 -0.0293 -0.0221 -0.0095 0.0072 0.0180 0.0189 0.0161 0.0125 0.0092 0.0049 0.0025 
geo020s08a0135v02 -0.0198 -0.0251 -0.0256 -0.0074 0.0183 0.0357 0.0330 0.0165 -0.0052 -0.0240 -0.0367 -0.0370 -0.0243 -0.0118 0.0175 0.0425 0.0431 0.0318 0.0130 -0.0043 -0.0161 -0.0189 -0.0127 -0.0058 0.0057 
geo020s08a0136v01 -0.0027 -0.0054 -0.0117 -0.0152 -0.0061 0.0113 0.0205 0.0204 0.0172 0.0088 -0.0015 -0.0129 -0.0209 -0.0182 -0.0076 0.0031 0.0125 0.0113 0.0027 -0.0025 -0.0066 -0.0097 -0.0066 -0.0014 0.0027 
geo020s08a0136v02 0.0036 0.0019 -0.0047 -0.0015 -0.0090 0.0022 0.0093 0.0132 0.0058 0.0045 0.0011 -0.0029 -0.0052 -0.0024 -0.0022 0.0009 -0.0032 -0.0040 -0.0036 0.0011 0.0046 0.0047 0.0029 0.0004 -0.0011 
geo020s08a0137v01 0.0043 -0.0011 -0.0081 -0.0091 -0.0079 -0.0031 0.0013 -0.0016 -0.0038 -0.0075 -0.0078 -0.0093 -0.0038 0.0007 0.0041 0.0024 0.0010 0.0044 0.0019 0.0021 0.0007 0.0041 0.0111 0.0107 -0.0693 
geo020s08a0137v02 -0.0061 -0.0022 0.0029 0.0067 0.0105 0.0095 0.0084 0.0075 0.0025 0.0010 -0.0021 -0.0023 -0.0030 -0.0021 -0.0002 0.00003 0.0017 0.0022 0.0028 0.0048 0.0026 0.0010 0.0003 0.0009 -0.0196 
geo020s08a0138v01 -0.0132 -0.0069 0.0018 0.0077 0.0101 0.0100 0.0052 -0.0009 0.0006 0.0013 -0.0015 -0.0465 -0.0022 0.0204 0.0214 0.0061 -0.0036 0.0057 0.0215 0.0208 0.0019 -0.0040 -0.0156 -0.0206 -0.0198 
geo020s08a0138v02 0.0295 0.0296 0.0085 -0.0041 -0.0102 -0.0041 0.0015 0.0021 0.0030 0.0058 0.0159 0.0219 0.0143 0.0060 -0.0031 -0.0084 -0.0097 -0.0125 -0.0129 -0.0168 -0.0180 -0.0179 -0.0155 -0.0123 -0.0056 
geo020s08a0139v01 -0.0170 -0.0260 -0.0247 -0.0164 -0.0019 0.0066 0.0118 0.0129 0.0114 0.0124 0.0114 0.0126 0.0107 0.0095 0.0061 0.0016 -0.0039 -0.0094 -0.0123 -0.0155 -0.0161 -0.0157 -0.0112 -0.0065 0.0019 
geo020s08a0141v01 0.0123 0.0063 0.0008 -0.0038 -0.0028 -0.1426 -0.0116 0.0453 0.0569 0.0366 0.0213 0.0149 -0.0003 0.0008 -0.0062 -0.0175 -0.0191 -0.0185 -0.0142 -0.0082 -0.0074 -0.0194 -0.0210 -0.0039 0.0242 
geo020s08a0141v02 0.0050 -0.0127 -0.0640 -0.0511 -0.0172 0.0100 0.0335 0.0395 0.0206 0.0059 -0.0091 -0.0223 -0.0252 -0.0121 0.0073 0.0205 0.0189 0.0093 0.0013 0.0031 0.0113 0.0144 0.0091 0.0062 -0.0010 
geo020s08a0142v01 -0.0044 -0.0073 -0.0078 -0.0064 -0.00007 0.0029 -0.0013 0.0049 0.0056 0.0059 0.0029 0.0055 0.0056 0.0050 0.0011 0.0030 0.0015 -0.0025 -0.0013 -0.0012 0.0018 -0.0020 -0.0014 -0.0095 -0.0115 
geo020s08a0142v02 0.0107 0.0117 0.0120 0.0073 0.0024 -0.0007 -0.0037 -0.0036 -0.0037 -0.0014 -0.0026 -0.0039 -0.0044 -0.0009 -0.0019 -0.0034 -0.0060 -0.0059 -0.0029 -0.0019 0.0024 0.0117 0.0203 0.0240 0.0190 
geo020s08a0143v02 -0.0180 -0.0135 0.0017 0.0208 0.0335 0.0312 0.0195 0.0016 -0.0175 -0.0326 -0.0343 -0.0173 0.0118 0.0364 0.0409 0.0280 0.0033 -0.0175 -0.0264 -0.0225 -0.0097 0.0042 0.0114 0.0087 0.0046 
geo020s08a0144v01 -0.0084 -0.0088 0.0003 0.0160 0.0262 0.0273 0.0262 0.0198 0.0108 0.0075 0.0129 0.0249 0.0358 0.0326 0.0105 -0.0395 -0.1030 -0.1724 -0.2120 -0.1492 -0.0391 0.0934 0.1687 0.1954 0.1981 
geo020s08a0144v02 -0.0098 -0.0040 0.0003 -0.0054 -0.0064 -0.0096 -0.0131 -0.0007 0.0028 0.0038 0.0023 0.0037 0.0008 0.0081 0.0095 -0.0062 -0.0123 -0.0143 -0.0182 -0.0261 -0.0232 -0.0040 0.0248 0.0505 0.0609 
geo020s08a0145v01 -0.0045 -0.0077 -0.0127 -0.0151 -0.0119 -0.0054 0.0056 0.0097 0.0125 0.0093 0.0023 -0.0021 -0.0047 -0.0058 -0.0013 0.0005 -0.0064 -0.0181 -0.0162 0.0072 0.0253 0.0324 0.0240 0.0081 -0.0097 
geo020s08a0145v02 0.0114 0.0085 0.0012 -0.0122 -0.0099 -0.0074 -0.0054 -0.0066 -0.0060 0.00009 -0.00002 -0.0007 -0.0037 -0.0016 0.0004 0.0032 0.0022 0.0014 -0.0003 -0.0009 -0.00008 -0.0016 -0.0010 -0.0004 -0.0015 
geo020s08a0146v01 0.0032 0.0113 0.0114 0.0118 0.0008 -0.0113 -0.0324 -0.0434 -0.0406 -0.0106 0.0228 0.0390 0.0381 0.0252 0.0012 -0.0108 -0.0224 -0.0214 -0.0136 -0.0031 -0.0004 -0.0060 0.0007 0.0143 0.0156 
geo020s08a0146v02 0.0057 0.0034 -0.0062 -0.0047 0.0121 0.0280 0.0235 0.0133 0.0013 -0.0120 -0.0219 -0.0286 -0.0259 -0.0154 0.0013 0.0142 0.0163 0.0092 0.0032 -0.0006 -0.0049 -0.0058 -0.0095 -0.0115 -0.0102 
geo020s08a0147v02 0.0065 0.0031 0.0042 0.0082 0.0045 -0.0039 -0.0110 -0.0088 -0.0039 -0.00004 0.0065 0.0075 0.0059 0.0007 -0.0003 0.0004 0.0029 0.0054 0.0033 0.0013 -0.0025 -0.0026 -0.0052 -0.0061 -0.0060 
geo020s08a0148v01 -0.0037 -0.0132 -0.0141 -0.0139 -0.0063 -0.0025 0.0042 0.0063 0.0029 -0.0021 -0.0094 -0.0168 -0.0274 -0.0313 -0.0380 -0.0354 -0.1312 -0.0285 0.0274 0.0331 0.0373 0.0612 0.0792 0.0580 0.0459 
geo020s08a0148v02 0.0014 0.0027 0.0069 0.0069 0.0002 0.0018 -0.0012 -0.0032 -0.0072 -0.0150 -0.0083 -0.0053 -0.0041 -0.0038 -0.0020 0.0029 0.0033 0.0035 0.0050 0.0053 0.0057 0.0058 0.0045 0.0014 -0.0016 
geo020s08a0149v01 0.0151 0.0084 -0.0018 -0.0190 -0.0368 -0.0407 -0.0266 0.0033 0.0300 0.0433 0.0385 0.0162 -0.0108 -0.0267 -0.0290 -0.0167 0.0007 0.0123 0.0138 0.0133 0.0114 0.0067 0.0040 0.0017 0.0013 
geo020s08a0151v02 -0.0026 -0.0049 0.0035 0.0074 0.0145 0.0090 0.0067 0.00002 -0.0049 -0.0015 -0.0019 0.0027 0.0025 0.0028 -0.00006 -0.0027 -0.0065 -0.0085 -0.0073 -0.0038 0.0021 0.0075 0.0110 0.0024 -0.0046 
