#file time_0 time_1 time_2 time_3 time_4 time_5 time_6 time_7 time_8 time_9 time_10 time_11 time_12 time_13 time_14 time_15 time_16 time_17 time_18 time_19 time_20 time_21 time_22 time_23 time_24 
geo020s08a0082v02 -0.0288 -15.9212 -20.3439 -1.6084 23.9346 30.5370 20.5645 5.0030 -4.6100 -8.0822 -11.7940 -12.7317 -9.3403 -0.8708 10.7307 16.9804 10.2655 2.8709 -4.6148 -8.5731 -9.4636 -8.0860 -6.2251 -0.8207 5.3049 
geo020s08a0083v02 8.0658 -1.6625 -10.1832 -13.6964 -15.5666 -16.5173 -12.6939 -5.4791 1.2445 10.1769 17.9717 21.9202 19.9844 16.9653 11.3225 5.5453 2.5655 -2.4545 -9.7553 -16.7058 -20.2771 -21.8380 -18.0685 -14.2919 -10.8701 
geo020s08a0084v01 -5.0274 -10.1972 -9.0405 -3.5011 -0.2785 1.6747 6.9446 9.2955 13.1121 11.7852 5.4265 -1.6268 -6.3308 -4.8480 -5.2872 -3.2213 -1.9672 -1.7099 -2.7512 -3.1070 -3.8398 -1.6520 0.5113 -0.8949 -11.0964 
geo020s08a0084v02 9.7510 8.2943 5.9988 2.1745 -0.6052 -3.9228 -3.3091 -2.6684 -1.3593 1.3997 4.8112 11.6720 19.5587 23.8322 24.0165 19.9798 7.5451 -6.0355 -15.8098 -19.5614 -21.8105 -19.0241 -11.6174 -5.9360 -5.6695 
geo020s08a0085v01 -1.7851 19.1039 26.1469 18.4871 8.4713 -4.1849 -16.2668 -29.0439 -31.5563 -11.7581 23.4095 49.8672 49.6182 17.7956 -20.4503 -45.3083 -45.9999 -30.7359 -105.2570 -13.8017 23.1953 32.9821 26.4138 23.3182 16.2016 
geo020s08a0085v02 -46.8316 -39.9228 -14.9219 16.6273 50.1889 60.5455 41.5553 9.5615 -22.7798 -37.9018 -33.0067 -17.2306 -3.6735 1.3487 4.8468 5.8148 11.7911 15.5976 17.2950 10.4327 1.2786 -4.4651 -7.4528 -7.2205 -5.4985 
geo020s08a0086v01 -6.1047 -8.7754 -10.8887 -12.8080 -12.3520 -14.7737 -12.8294 -11.1259 -2.0117 4.8210 5.9345 1.3529 13.1658 36.6796 50.3420 34.9316 9.0217 -9.3469 -28.1349 -54.5255 -63.8119 -41.6803 -1.1835 38.2613 48.0784 
geo020s08a0086v02 9.6994 9.9311 14.6401 11.2075 4.3725 -2.0449 -7.4033 -7.9063 -6.1977 -0.0454 9.8162 13.1076 10.6540 6.8942 -0.9515 -6.0992 -6.8437 -3.6815 -1.1293 -2.6676 -4.0460 -1.5260 0.4488 1.6263 -1.2430 
geo020s08a0087v01 12.4130 10.9085 7.1755 -0.7431 -6.8436 -11.9420 -12.8457 -7.2286 -2.0522 3.8827 5.1066 6.2665 3.3024 1.6649 1.5917 0.8662 -2.5524 -3.1869 -4.9345 -6.3980 -5.1661 -2.5339 1.3058 0.9053 3.8974 
geo020s08a0087v02 0.0779 -19.0111 -14.7792 -5.4031 -6.2542 5.3746 6.6494 0.7660 -0.1315 2.0044 2.7165 -8.4793 -13.6936 -19.8840 -20.5521 -15.5980 -5.5469 7.1377 14.1400 16.3800 14.0874 13.0560 8.4276 6.7322 7.6841 
geo020s08a0088v01 -13.8409 -19.1319 -9.4807 7.2730 19.1306 16.0278 8.9236 -3.0008 -15.3223 -28.0513 -29.0954 -9.7811 19.8208 42.3729 44.6507 26.4282 -1.5414 -22.7505 -32.3854 -27.8348 -12.4941 2.3409 5.2186 -16.0428 -28.2154 
geo020s08a0088v02 -21.0234 -20.3576 -14.0275 -7.8369 -3.6410 -3.6929 -3.1738 -4.7649 -6.2356 -3.9510 0.2931 6.2407 7.8065 11.1002 11.8944 6.1692 0.8429 -10.4340 -17.1905 -15.7024 -11.4702 -6.9449 -4.2518 -2.2158 -1.3142 
geo020s08a0089v01 -27.5160 -19.2968 -15.6849 -16.2998 -7.9319 3.8525 18.1985 24.6913 22.2563 15.1916 5.6718 3.8243 9.9111 13.3509 15.3632 19.8354 21.0700 8.4515 0.5779 10.4753 18.3157 13.7600 -0.0961 -12.4475 -31.8696 
geo020s08a0091v01 -4.3473 -1.0410 3.1500 6.0444 4.5469 3.2672 1.6502 -3.0431 -8.3222 -4.4723 1.5202 0.1983 -9.8397 -20.3078 -13.6696 9.3559 26.9915 28.0151 14.9424 -2.0558 -16.3644 -23.2419 -21.5634 -4.3022 19.4759 
geo020s08a0093v01 5.3417 -3.4065 -8.1412 -8.8001 -6.1273 3.3009 16.2622 30.4153 32.7743 27.1073 16.3668 4.6671 -7.4646 -14.8302 -23.8523 -28.2408 -25.6893 -17.8716 -4.7496 7.9739 13.1355 13.6551 10.8811 4.2992 -3.2553 
geo020s08a0095v02 4.0739 -1.7942 -8.0536 -8.6187 -5.3520 1.2021 7.7926 14.3866 19.2800 22.3219 17.9432 7.3354 -0.0209 -6.6990 -10.0965 -4.8279 -3.3499 -5.6065 -7.0595 -6.0951 -7.5403 -16.1720 -23.5004 -30.4179 -34.3789 
geo020s08a0096v01 -30.2796 -14.2277 10.5141 33.2847 42.3134 30.0130 8.8110 -15.2365 -24.4902 -22.9258 -11.5294 2.6323 10.6087 9.2859 1.8735 -2.5200 -2.5305 2.8789 5.6471 5.9163 -1.2055 -8.6950 -9.9273 -80.1145 -33.1649 
geo020s08a0096v02 8.5076 12.2364 9.1103 6.2333 3.1817 -2.8870 -0.9437 0.1829 0.0098 -7.6231 -8.9390 9.1060 26.4817 29.5961 20.0402 0.7868 -14.6950 -29.7082 -40.1478 -37.4325 -17.3931 17.2903 43.9916 15.6426 32.7276 
geo020s08a0097v01 16.5956 -0.5090 -24.5604 -21.5884 -19.6980 -4.9559 11.2279 18.6405 12.0539 1.6386 -11.1809 -25.1590 -25.2947 -16.0369 4.8168 23.5774 32.8978 29.8400 11.6828 -12.4247 -27.1876 -28.1319 -15.6815 -1.9369 10.7963 
geo020s08a0097v02 -8.6037 -25.2672 -23.9521 -7.5062 6.5752 11.4375 7.7127 4.2685 -0.9908 -6.2860 -8.0786 -10.1421 -12.4495 -9.0577 -7.0011 -6.8892 -7.0801 -3.5417 -1.0417 1.8667 -0.4559 0.2787 0.1174 -0.5647 4.2939 
geo020s08a0098v01 -1.3482 -0.9300 3.0683 5.2575 6.9248 3.3658 -2.4837 -10.7646 -15.7566 -18.9964 -17.6862 -11.5062 -1.1330 -4.5870 -9.1429 4.1812 34.7463 45.4686 28.3824 9.3978 -8.5799 -19.9222 -25.8681 -25.6786 -18.2574 
geo020s08a0098v02 -11.8530 -5.4490 -5.8444 1.2871 7.5823 9.7247 4.1680 -7.4818 -8.6706 -7.9494 1.8507 12.8500 18.7730 7.4049 -3.2289 -8.0605 -11.8757 -9.0457 -5.1526 -3.1823 -1.0046 -2.6027 2.1892 7.1291 17.8613 
geo020s08a0099v01 -9.4028 -3.3885 3.5458 9.4186 11.2717 9.5068 2.4539 -6.6072 -8.7228 -6.0703 1.6069 6.4241 5.7247 -4.6648 -9.1484 -1.2774 7.3199 14.4868 14.9601 5.4463 -7.1440 -23.4210 -30.3994 -17.9552 4.4345 
geo020s08a0101v02 -5.5154 7.3615 10.8455 2.7821 -6.7007 -7.1637 -8.5792 -5.0223 1.4211 8.2372 6.0464 5.1636 -4.9084 -7.0435 -2.7705 12.1929 12.0567 1.3826 -47.6560 -14.0811 8.3131 14.8076 -1.7318 -6.8733 -14.9677 
geo020s08a0102v01 2.2551 9.5135 8.3755 3.3992 -1.6762 -4.5767 -7.3392 -5.0792 -3.9593 -1.1068 0.5182 1.2008 -0.7506 0.0596 5.9807 6.8928 3.9423 2.8287 0.3257 -8.9295 -21.4306 -15.6024 2.7904 20.0159 26.9934 
geo020s08a0102v02 -2.0774 -4.0696 -1.5735 2.0471 3.6208 -3.7116 -88.4434 -36.8315 16.5604 56.4736 53.5060 49.3714 36.1276 10.3014 -14.2749 -38.6134 -42.1836 -35.3367 -19.1090 -1.0479 4.3553 1.2434 -1.6912 -2.1056 -5.8725 
geo020s08a0103v01 -0.1862 0.1206 -0.9479 3.5438 3.2537 1.7625 -5.4911 -10.7737 -14.0566 -11.2194 -2.6456 10.2247 12.0122 -0.1034 -20.1289 -19.1476 6.2786 31.5208 32.8155 15.7034 -10.9208 -33.9528 -44.0953 -38.2139 -16.0749 
geo020s08a0105v01 20.5630 1.6339 -12.3532 -19.5897 -23.3142 -19.9159 -6.2291 6.4541 18.4528 15.6096 9.7349 3.6732 -0.7769 -4.6114 -11.1021 -12.2776 -9.3019 -5.5852 -0.0374 5.1358 -73.0039 -7.1809 32.8514 42.8010 32.5244 
geo020s08a0105v02 -5.5398 14.0066 26.4066 23.7019 10.3595 -2.8115 -15.5135 -21.8638 -20.9283 -12.9604 -3.3114 2.9355 7.8680 11.8490 14.1684 9.2664 4.7564 -2.3468 -7.9764 -12.9598 -14.0990 -13.4719 -12.5610 -10.6299 -7.1503 
geo020s08a0106v01 -2.9582 -13.1390 -10.5152 9.0638 24.1162 28.9895 20.3857 -3.3164 -23.2750 -38.3998 -40.2603 -23.8037 -0.0391 23.7358 37.5965 34.4416 18.2708 -3.6857 -23.2433 -28.1635 -17.4807 -2.4846 7.0970 11.4196 8.8933 
geo020s08a0106v02 -47.4508 -7.9705 15.5492 9.7927 -4.9764 -4.6198 8.7857 6.6355 10.2793 -4.9158 -23.1693 -40.8291 -53.9282 -53.1588 -34.7963 0.5705 37.6647 59.6446 55.4558 30.8142 5.6828 -14.4007 -25.6163 -23.1586 -11.5315 
geo020s08a0107v01 -5.2055 -3.3776 -1.5132 -2.2902 -3.4374 -2.6406 -14.0461 -17.2470 -2.4871 17.5408 23.3918 25.7524 19.6138 1.0786 -16.0314 -27.2405 -26.6069 -14.1433 6.2123 22.6662 27.1725 21.1289 11.5311 2.1256 -3.8352 
geo020s08a0107v02 -6.9117 -12.9408 -15.8673 3.9608 27.3249 17.3399 6.0288 -5.4773 -3.9691 -9.1537 -17.0007 -16.7963 -13.1291 2.7626 17.9784 21.1036 15.9202 -24.0334 11.9595 22.2908 22.7230 14.2369 12.6542 -4.3379 -18.6934 
geo020s08a0108v01 11.9125 5.3539 1.9801 1.0856 1.7633 7.6450 11.4893 9.8259 1.9584 -5.0326 5.1059 17.6022 17.3684 5.2639 -6.5455 -12.2418 -19.4528 -33.1892 -38.9040 -27.5132 0.8586 31.3264 43.4597 34.8451 9.2697 
geo020s08a0108v02 -2.5218 -8.0108 -1.7518 6.8649 -0.2246 -14.7993 -19.7828 -12.2349 0.3144 7.8296 11.4703 9.8699 4.7243 -13.6733 -29.7447 -29.5971 -9.6375 23.8040 46.9060 54.8002 50.0457 25.7207 -1.9774 -24.1794 -29.9423 
geo020s08a0109v01 -0.8386 1.7775 4.4923 3.0412 3.1447 1.4497 -0.4635 -0.7964 1.8026 4.9666 4.8790 2.0786 -0.7153 -10.3391 -19.6905 -12.4325 7.5121 21.0873 21.3306 16.6045 6.2839 -6.7864 -20.0908 -29.6242 -23.8027 
geo020s08a0111v02 -15.7824 -18.3495 -16.8660 -8.5509 2.0823 6.6242 4.7427 -1.4560 -6.5272 -9.9242 -5.4668 9.8458 9.4654 3.1334 -6.4956 -7.7196 -4.4054 -0.3361 7.7122 16.2483 19.4037 13.3746 -3.0007 -6.3241 -10.7799 
geo020s08a0112v01 -12.8417 -22.0233 -22.2964 -12.1333 1.7686 13.5141 19.6308 21.2092 13.8186 4.4330 -3.1811 -6.8809 -3.2514 -2.3659 -1.5196 -5.3639 -5.0450 -4.1357 -2.0417 0.6188 5.4333 7.0792 7.7497 4.4020 1.9100 
geo020s08a0112v02 -10.9572 -22.5076 -43.1118 -53.9564 -36.2046 -2.4002 26.6686 43.1883 39.0823 25.0218 -0.1974 -19.9979 -34.3184 -31.6195 -12.8038 6.5492 18.9240 15.4684 7.1768 -0.3629 -5.9904 7.7857 14.9869 17.7881 9.6274 
geo020s08a0113v01 11.5359 11.3960 11.4329 1.5762 0.5133 -1.2067 1.7333 4.6378 5.7696 -6.1728 -21.4516 -25.2224 -12.7721 3.9333 18.4416 18.8185 14.0862 2.0686 -15.3838 -32.7543 -33.5816 -16.2668 13.6939 34.3837 39.3803 
geo020s08a0113v02 -5.3156 -1.3114 -1.3447 8.8748 26.1215 36.6778 29.8542 16.6570 3.1695 -12.0187 -29.6906 -41.1499 -34.5580 -6.1404 28.9746 52.4859 55.3526 37.3031 10.5799 -17.1691 -36.0445 -41.7981 -30.7870 -13.7201 4.0715 
geo020s08a0114v01 -22.6728 -18.3794 -14.2105 -11.6093 -8.9339 -4.0932 1.2801 8.6176 17.7374 23.9333 21.3303 17.9850 12.3558 7.2376 6.9664 10.3419 8.4844 2.3265 -2.5004 -5.5895 -16.2288 -24.7201 -5.8488 25.9769 26.1168 
geo020s08a0114v02 -5.4695 -19.8000 -26.6886 -20.5303 -5.1077 9.0044 20.5742 21.3062 11.5522 4.3060 0.9556 1.2332 5.0111 11.3968 10.3339 9.5741 2.7850 -7.1187 -20.1355 -27.9693 -27.9134 -26.8883 -24.8131 -21.3686 -15.6559 
geo020s08a0115v01 0.0466 -4.0876 -2.8260 -5.1067 -3.7952 -6.7931 -5.4390 -4.6302 -4.3716 -2.5091 1.6732 5.4505 4.0096 -1.4641 -1.6398 -3.4884 -1.3658 -0.4007 3.7566 3.8240 -1.2434 -1.2001 -2.4188 0.4328 1.4191 
geo020s08a0115v02 12.1779 24.9723 16.7829 3.2594 -14.0611 -23.8276 -27.5971 -28.6926 -20.9653 -1.0734 18.7194 29.4102 27.3409 19.3280 9.9585 5.9604 0.1971 -4.1036 -8.8310 -11.9848 -14.2407 -9.9929 -4.7430 1.2702 5.8413 
geo020s08a0116v01 4.0345 5.9295 3.4500 2.1961 -1.2186 -4.4737 -7.1705 -5.7643 -3.7571 -2.3086 -2.8241 0.9024 6.2349 10.6450 10.4449 8.8952 3.8456 -0.6890 -3.7004 2.7668 16.1025 29.0294 22.9981 -3.2955 -25.9970 
geo020s08a0116v02 -25.2713 -7.0744 19.1184 37.5543 37.2124 18.1905 -6.8651 -28.6876 -37.7285 -38.6455 -24.9650 5.4609 18.5975 20.4417 18.1828 13.7132 8.5941 3.5269 -0.9975 -6.0614 -8.3584 -12.5978 -13.7314 -8.8143 -0.7194 
geo020s08a0117v01 29.9081 10.8651 -8.0620 -7.2001 -4.0425 8.7335 15.1604 16.9023 10.2381 7.0887 7.7782 8.6488 2.6266 -5.4265 -14.9678 -17.3865 -12.3714 1.9755 8.4623 7.4333 3.4060 2.1997 -0.1329 7.7678 13.0261 
geo020s08a0117v02 -23.4822 13.5365 40.1750 49.6256 40.0977 17.9448 -2.6067 -17.0964 -13.0681 -1.7437 13.0120 11.3567 3.3797 -0.5782 -1.9618 2.0545 1.6390 1.6980 -1.1370 -6.2286 -10.4991 -9.1812 -7.1050 -4.6972 -1.1757 
geo020s08a0118v01 -0.8521 -5.7599 -10.2643 -9.9177 -3.0221 -3.9845 -13.1745 -13.8965 -1.0344 9.9076 20.0090 18.4648 9.5506 -5.3891 -13.3189 -22.3202 -24.4145 -12.4793 8.5108 30.6458 31.2183 14.2130 1.3752 -7.4122 -4.6301 
geo020s08a0118v02 2.4022 3.0511 0.9337 -4.1848 -10.9912 -13.5026 -12.9111 -6.7508 -0.5830 3.1175 4.5437 12.3375 13.7151 5.1139 -1.4566 5.4141 21.2254 17.6873 9.5895 -5.0519 -14.7128 -21.8135 -24.0259 -20.8960 -16.3357 
geo020s08a0119v01 15.1255 17.3107 12.5210 4.8631 -0.2280 -7.8159 -12.0430 -10.1478 -10.3942 -6.9115 -4.4350 -6.5023 -9.8576 -10.1949 -2.9342 3.8759 12.3083 18.4683 12.8053 -5.5014 -19.9061 -12.3544 9.6959 -62.6590 14.4596 
geo020s08a0119v02 -10.0329 -9.6292 -5.3467 -12.6262 -12.4648 0.0013 19.5523 25.9577 20.5815 5.6942 -9.8185 -21.0237 -27.2536 -20.7239 0.4528 25.0351 38.7833 36.5887 15.6721 -3.7600 -22.8638 -34.1775 -31.5688 -13.0691 6.4419 
geo020s08a0120v01 -2.5700 13.2660 20.2764 19.7722 17.0951 15.6709 9.4614 1.4022 -8.3334 -17.1470 -21.5399 -18.4461 -18.7639 -12.0469 -6.0874 -2.7339 -0.6673 1.3618 7.8143 15.2425 21.8329 19.1582 11.7139 11.2516 12.2719 
geo020s08a0120v02 -14.9526 0.8871 9.6032 11.8293 11.3819 9.1342 8.8906 2.6628 -1.6531 -6.2078 -8.6957 -9.8923 -10.5244 -13.0634 -13.6147 -12.8365 -7.1911 0.5312 8.0792 11.0257 9.0713 3.5613 -0.3270 -1.5522 0.9287 
geo020s08a0121v01 -2.3838 -5.0765 0.7795 7.1461 9.7127 8.9586 5.5062 1.7661 -1.6958 -3.8810 -5.7692 -3.0149 2.7366 4.3587 4.9507 -1.5637 -7.8363 -10.4430 -8.4477 2.5242 10.2008 5.8431 -7.4444 -15.3736 -3.3959 
geo020s08a0125v01 9.6814 -0.1856 -6.5320 -11.2555 -13.0835 -13.3739 -11.7246 -4.7613 -2.0523 -0.9514 -3.8133 -5.2760 -4.1393 -4.9999 -4.0837 -4.0861 -1.2147 -0.1753 -1.0946 -2.0383 -1.3064 -0.2388 -0.7334 -1.6599 -2.9730 
geo020s08a0125v02 -9.8010 4.1871 9.5071 8.9222 8.4548 10.2987 11.2527 9.6155 7.1449 2.1655 -4.6236 -7.5644 -6.8563 -1.9828 2.5056 2.4733 2.1991 -0.5194 -4.2195 -8.7441 -10.0170 -6.2404 0.9560 5.4145 0.5832 
geo020s08a0126v01 -13.7928 -10.7090 -9.7274 -7.9158 -3.7493 1.8951 -2.3604 -7.3342 -11.1080 -1.0839 17.6045 25.8554 31.4210 19.4265 1.7808 -15.8255 -20.6486 -13.9639 -1.6385 12.2556 21.8357 26.3166 22.1679 12.2990 2.4315 
geo020s08a0126v02 4.0849 -0.3334 -5.5059 -5.5161 -0.8501 -0.8800 -5.9232 -5.6858 -5.8403 -5.6384 -6.0817 -8.9461 -1.5347 7.2199 10.7400 -2.3922 -20.7725 -17.1510 1.9600 18.9894 26.2620 25.7203 11.0063 -8.1739 -22.5950 
geo020s08a0127v01 9.8762 26.8337 41.9997 46.5815 39.0068 26.0816 8.3507 -6.8336 -15.9898 -25.4777 -25.0950 -18.8254 -12.2059 -3.5042 1.8741 6.6085 6.7870 -33.0062 28.8382 40.3671 30.7096 6.9961 -8.7624 -13.2567 -5.7970 
geo020s08a0127v02 6.4450 8.7210 9.6028 8.2281 9.1627 11.3031 13.4183 13.8259 10.7006 5.8793 1.7933 -2.4915 -8.3588 -18.1029 -26.5310 -20.2254 0.7415 6.9834 -1.1338 -0.2364 -1.3651 -13.7608 -34.6183 -41.1497 -31.2192 
geo020s08a0128v01 0.6261 1.8486 -3.1210 -2.3231 -2.6471 2.3436 5.1736 4.5057 4.0538 2.0367 -2.0143 -4.7733 -2.0920 0.4946 -0.6395 -3.1306 -14.4155 -18.3362 -9.3117 9.4069 25.7691 26.9812 15.0549 4.5417 -4.4622 
geo020s08a0128v02 -4.0404 16.3384 20.0396 17.1603 5.5134 -8.7027 -12.5617 -14.2092 -11.1403 -5.2210 3.3185 12.6657 11.4286 8.4391 2.5035 -0.8893 -4.5650 -6.1689 -4.8922 -5.7916 -3.7466 0.4979 5.6876 10.2773 11.3531 
geo020s08a0129v01 4.4420 2.7469 2.9940 2.6563 0.1312 -1.5981 1.3792 -0.1637 -2.9466 -5.2984 -11.2634 -14.8954 -16.7296 -16.1890 -13.7776 -6.6004 1.0516 7.2076 6.8094 7.0773 5.2119 4.4789 1.6467 -1.1512 -3.5905 
geo020s08a0131v02 -6.6358 -2.7547 3.0528 3.5950 -1.2662 -3.6225 -3.8019 -7.2738 -8.7001 -7.9792 -1.8744 6.0314 -0.0687 -4.5450 5.0029 19.3408 23.3453 15.5946 4.2813 -4.8469 -11.1506 -14.5816 -15.8972 -11.4003 -1.7152 
geo020s08a0132v01 -7.9813 -16.2765 -18.0939 -21.7772 -15.1058 -1.3137 12.7087 20.2553 15.9510 12.0268 0.0466 -7.9494 -17.1477 -19.0211 -23.0343 -17.7270 -13.1665 -5.9658 3.8807 8.7126 12.4896 11.1488 7.7758 7.1203 6.0817 
geo020s08a0132v02 -17.3629 -24.7696 -26.6448 -21.4167 -10.2050 -3.2281 1.5060 5.1922 4.3294 3.7238 4.7722 11.2447 14.7042 8.7869 -6.3235 -7.7348 9.4003 26.4955 25.8782 14.0899 4.1674 -11.7220 -23.8611 -34.5828 -32.8448 
geo020s08a0133v01 -0.0535 -0.4296 -1.5016 -0.3355 4.2674 6.5811 8.6806 7.2825 0.9396 -2.2244 -59.9819 -6.3604 21.4259 27.8039 26.4856 15.1507 26.6190 24.1965 10.5499 -3.2643 -11.8791 -15.1780 -17.1627 -17.6209 -16.6455 
geo020s08a0135v01 6.3883 0.4957 -10.2404 -19.5035 -35.4568 -53.9692 -62.9932 -41.4586 -10.7784 -5.3805 -12.7239 -21.6708 -26.7568 -30.6991 -29.2860 -22.1008 -9.4956 7.2121 18.0159 18.9015 16.0759 12.5281 9.2457 4.8610 2.4988 
geo020s08a0135v02 -19.7801 -25.0691 -25.6087 -7.4132 18.2683 35.7313 32.9865 16.4906 -5.2116 -24.0290 -36.6539 -37.0332 -24.2704 -11.7624 17.5023 42.4767 43.0829 31.7877 12.9636 -4.3428 -16.0685 -18.9174 -12.6722 -5.7890 5.7167 
geo020s08a0136v01 -2.7248 -5.4430 -11.6665 -15.1545 -6.1078 11.2680 20.4552 20.4102 17.1664 8.7878 -1.5472 -12.8809 -20.8992 -18.1662 -7.6323 3.0987 12.4905 11.3080 2.6514 -2.4751 -6.5645 -9.6555 -6.5664 -1.3968 2.7233 
geo020s08a0136v02 3.5980 1.9394 -4.6826 -1.5348 -9.0378 2.2441 9.3069 13.2279 5.7998 4.4949 1.0641 -2.8708 -5.2053 -2.3751 -2.2202 0.8724 -3.2303 -3.9979 -3.5719 1.0680 4.6060 4.6883 2.9270 0.4172 -1.0606 
geo020s08a0137v01 4.3134 -1.1200 -8.0536 -9.1343 -7.9040 -3.1118 1.3401 -1.5534 -3.8172 -7.4776 -7.7849 -9.3243 -3.7571 0.6556 4.1477 2.4359 0.9960 4.3533 1.9197 2.0922 0.7459 4.1158 11.0586 10.7097 -69.2708 
geo020s08a0137v02 -6.1075 -2.2028 2.8779 6.6897 10.4797 9.5150 8.3846 7.5442 2.4549 0.9843 -2.1054 -2.2919 -2.9838 -2.0502 -0.1736 0.0267 1.7045 2.1861 2.8076 4.7983 2.5842 0.9562 0.3115 0.9463 -19.5597 
geo020s08a0138v01 -13.2074 -6.9197 1.7904 7.7317 10.0948 10.0457 5.1790 -0.9176 0.5678 1.2654 -1.5302 -46.4698 -2.1891 20.4398 21.4010 6.0881 -3.5961 5.7133 21.5451 20.7634 1.9451 -4.0207 -15.5760 -20.6079 -19.7907 
geo020s08a0138v02 29.4860 29.5561 8.5368 -4.0965 -10.1675 -4.1194 1.4621 2.1043 2.9662 5.7935 15.9441 21.9174 14.2803 5.9689 -3.0868 -8.4412 -9.7047 -12.4854 -12.9387 -16.8103 -17.9897 -17.8591 -15.4899 -12.2509 -5.6051 
geo020s08a0139v01 -16.9645 -26.0385 -24.7398 -16.4051 -1.9042 6.5520 11.7679 12.9136 11.3915 12.4499 11.3809 12.6007 10.6643 9.5459 6.1235 1.6219 -3.9019 -9.4415 -12.2530 -15.4715 -16.1267 -15.7367 -11.2495 -6.5485 1.8572 
geo020s08a0141v01 12.2877 6.2933 0.7512 -3.7750 -2.8243 -142.6489 -11.6118 45.2572 56.8852 36.5914 21.2539 14.9405 -0.2532 0.7982 -6.1598 -17.5479 -19.1106 -18.4902 -14.2367 -8.1861 -7.4088 -19.3834 -21.0216 -3.9403 24.1724 
geo020s08a0141v02 4.9872 -12.6582 -63.9560 -51.0906 -17.2248 10.0114 33.4702 39.4694 20.5569 5.8862 -9.0624 -22.3106 -25.2280 -12.0811 7.3330 20.4719 18.8655 9.2679 1.2928 3.0607 11.2833 14.4337 9.0542 6.1941 -0.9612 
geo020s08a0142v01 -4.3869 -7.2787 -7.8421 -6.4345 -0.0724 2.9353 -1.3236 4.9182 5.5674 5.8970 2.9474 5.5438 5.5622 4.9788 1.0877 3.0213 1.5430 -2.5122 -1.3282 -1.2401 1.8457 -1.9820 -1.4417 -9.5319 -11.4543 
geo020s08a0142v02 10.7474 11.6605 11.9747 7.3048 2.4314 -0.7221 -3.7167 -3.5838 -3.6509 -1.4282 -2.6048 -3.8716 -4.4163 -0.9220 -1.8737 -3.3673 -6.0280 -5.9016 -2.8806 -1.9141 2.3795 11.7193 20.3326 23.9976 18.9691 
geo020s08a0143v02 -17.9612 -13.4796 1.7118 20.7786 33.4735 31.2083 19.5402 1.6163 -17.5385 -32.6422 -34.3100 -17.3101 11.7607 36.3805 40.9301 28.0430 3.3266 -17.5222 -26.3891 -22.5417 -9.6745 4.2089 11.3764 8.6738 4.6316 
geo020s08a0144v01 -8.3502 -8.8201 0.3072 16.0496 26.2063 27.2841 26.1904 19.8180 10.8041 7.5374 12.9370 24.9164 35.7506 32.5969 10.5090 -39.5015 -102.9882 -172.3598 -211.9938 -149.1623 -39.0765 93.4022 168.6699 195.3858 198.1482 
geo020s08a0144v02 -9.7926 -4.0047 0.3288 -5.4432 -6.3748 -9.5906 -13.0843 -0.7402 2.7909 3.7715 2.2825 3.6971 0.8242 8.0867 9.5218 -6.1921 -12.2561 -14.3167 -18.1515 -26.1193 -23.1913 -4.0160 24.8217 50.4760 60.8692 
geo020s08a0145v01 -4.4950 -7.7382 -12.7307 -15.0898 -11.9418 -5.4496 5.5662 9.6838 12.5263 9.3403 2.2950 -2.1441 -4.6813 -5.7662 -1.3289 0.5483 -6.4017 -18.0602 -16.1741 7.2447 25.3180 32.3633 23.9865 8.0982 -9.6700 
geo020s08a0145v02 11.4154 8.5016 1.2127 -12.1560 -9.8917 -7.3739 -5.3873 -6.5820 -6.0238 0.0866 -0.0168 -0.6775 -3.6924 -1.6451 0.4041 3.1946 2.1811 1.3756 -0.2988 -0.8938 -0.0813 -1.5693 -0.9785 -0.4354 -1.4732 
geo020s08a0146v01 3.1621 11.3424 11.4029 11.8442 0.7621 -11.2670 -32.3992 -43.4442 -40.6195 -10.6249 22.7707 39.0227 38.0673 25.1869 1.1595 -10.7728 -22.4200 -21.3693 -13.6102 -3.1069 -0.4080 -6.0399 0.6943 14.3019 15.6148 
geo020s08a0146v02 5.7356 3.4223 -6.1962 -4.7088 12.1114 27.9945 23.5013 13.3003 1.2892 -11.9773 -21.8768 -28.5505 -25.8917 -15.3915 1.3271 14.1635 16.3390 9.1683 3.1710 -0.6354 -4.8961 -5.8407 -9.4899 -11.5270 -10.1594 
geo020s08a0147v02 6.4551 3.1059 4.2476 8.1555 4.5025 -3.8538 -11.0203 -8.8312 -3.9015 -0.0407 6.5418 7.4525 5.9453 0.6958 -0.3499 0.3786 2.8748 5.3640 3.3453 1.2652 -2.4576 -2.6076 -5.1624 -6.1180 -5.9787 
geo020s08a0148v01 -3.6788 -13.1757 -14.0839 -13.8639 -6.3265 -2.4803 4.2390 6.3343 2.9160 -2.1169 -9.3518 -16.8017 -27.3614 -31.3207 -38.0272 -35.3690 -131.2396 -28.4845 27.3770 33.1136 37.2639 61.1624 79.1946 58.0205 45.8505 
geo020s08a0148v02 1.3714 2.7214 6.9391 6.8909 0.2022 1.8067 -1.2439 -3.1744 -7.1558 -14.9980 -8.3280 -5.3075 -4.0864 -3.7945 -1.9753 2.9495 3.2517 3.5130 5.0136 5.3253 5.6766 5.8233 4.4622 1.4001 -1.5976 
